"Source";"Target"
4041;"BLAdd5465"
4041;"BLAdd60577"
4042;"BLHar682"
4043;"Gorhambury"
4044;"BLHar45"
4045;"BLAdd45102"
4046;"BLHar682"
4047;"CamMagPep2553"
4047;"Banna"
4048;"BLAru285"
4049;"Sharp"
4050;"CULEe112"
4051;"BodLauMis683"
4051;"CULKk13"
4051;"BLAdd29729"
4052;"BodRawC813"
4054;"BLAdd60577"
4055;"CULEe112"
4056;"CULEe112"
4057;"BodLauMis683"
4057;"BodLye30"
4057;"CamSidney37"
4057;"CamTCC601"
4057;"BLHar372"
4058;"BLHar682"
4059;"EDULaiii149"
4060;"CULEe112"
4061;"HunEL34B7"
4062;"BodRawC813"
4063;"CULEe112"
4064;"CULEe112"
4065;"BLAdd37049"
4066;"CULEe112"
4067;"BLHar682"
4068;"BodRawC48"
4069;"HunHM28175"
4070;"BodAsh59"
4071;"BodFair16"
4071;"BNfr25458"
4072;"CULFf16"
4073;"Bod549"
4074;"CamTCC601"
4074;"CamTCC601"
4074;"BLHar2251"
4075;"BLAdd16165"
4076;"DublinStaPap"
4077;"LeedsBro501"
4078;"CamTCC600"
4078;"CamTCC600"
4078;"BLAdd34360"
4078;"BLHar2251"
4079;"BodDou78"
4080;"BodAsh39"
4080;"BodAsh59"
4080;"Bod75"
4080;"Bod120"
4080;"Bod596"
4080;"BodHat73"
4080;"BodRawPoe140"
4080;"OxfCCC237"
4080;"OxfStJohn56"
4080;"CULKk13"
4080;"CULMm65"
4080;"CamGon230"
4080;"CamGon804"
4080;"CamTCC601"
4080;"CamTCC602"
4080;"BLAdd19252"
4080;"BLAdd19452"
4080;"BLAdd29729"
4080;"BLAru168"
4080;"BLCottAppVIII"
4080;"BLHar629"
4080;"BLHar1304"
4080;"BLHar2382"
4080;"BLHar3862"
4080;"BLHar3952"
4080;"BLHar4011"
4080;"BLHar4260"
4080;"BLHar5272"
4080;"BLSl297"
4080;"BLSl1785"
4080;"Lam344"
4080;"SocAnt134"
4080;"DULCosVii16"
4080;"Banna"
4080;"Banna"
4080;"NLS1931"
4080;"GULHun232"
4080;"Longleat15"
4080;"Chetham6709"
4080;"ChicagoUL566"
4080;"YaleBei281"
4080;"YaleBei660"
4080;"HunHM115"
4080;"HunHM144"
4080;"HunHM144"
4080;"Urbana85"
4080;"RomeEC1306"
4080;"Mostyn85"
4080;"HarLat394"
4080;"HarLat394"
4081;"CULEe112"
4082;"BodAsh61"
4083;"BodAddE4"
4083;"BodDou1"
4083;"BodRo16"
4083;"OxfQueens207"
4083;"CULIi643"
4083;"BLAdd11748"
4083;"BLAdd22029"
4083;"BLAdd32006"
4083;"BLRoy17Axxvii"
4083;"BlairsColl13"
4083;"Longleat30"
4083;"Stonyh64"
4083;"HarTYP193"
4083;"Esopus"
4083;"YaleBeiOsfa24"
4083;"Thompson"
4083;"HunHM142"
4083;"HunHM26054"
4083;"PierpontB54"
4083;"CamMagPep2125"
4085;"BLAdd17492"
4086;"BodDig88"
4086;"BodHolkM39"
4086;"BodHolkM39"
4087;"CULEe112"
4088;"DurArchReg4"
4089;"CamTCC601"
4089;"CamTCC601"
4089;"BLHar2251"
4090;"BodAsh176"
4091;"Banna"
4091;"Banna"
4092;"Banna"
4093;"BLHar682"
4094;"CULEe112"
4095;"BodFair16"
4096;"BodRawC86"
4097;"BodDou322"
4097;"BLHar1706"
4097;"CULFf545"
4098;"PULTayM5"
4099;"OxfBal354"
4100;"BLAdd59495"
4101;"CamMagPep2553"
4102;"BodAsh59"
4102;"BLAdd29729"
4103;"CamTCC599"
4104;"BLAdd37049"
4105;"Bod686"
4105;"OxfCCC237"
4105;"BLCottVesAXXV"
4105;"BLLan699"
4105;"Lincoln129"
4105;"Leiden"
4107;"BodSelSup53"
4107;"Bod221"
4107;"BodLauMis735"
4107;"CamTCC601"
4107;"BLHar116"
4107;"CovAcc3251"
4107;"HunEL26A13"
4107;"RomeEC1306"
4107;"YaleBei493"
4108;"Bod686"
4108;"CamTCC600"
4108;"CamTCC601"
4108;"Chetham6709"
4109;"Bod549"
4110;"OxfCCC61"
4111;"BodFair16"
4112;"HarTYP193"
4113;"Bod410"
4113;"BodLauMis213"
4113;"BodRawC670"
4113;"CamGon71"
4113;"CamGon364"
4113;"EDU82"
4113;"Lincoln44"
4113;"Spalding"
4113;"WorcF19"
4113;"VaticanOtto"
4114;"BodLatMisC66"
4115;"BLAdd29729"
4116;"CamMagPep1236"
4117;"Lam432"
4118;"OxfBal354"
4118;"BLSl1825"
4119;"CamCCC298"
4120;"BodAsh39"
4120;"NapXIIIB29"
4121;"BLHar682"
4122;"BLEge2810"
4123;"NLS1921"
4124;"BLSl2275"
4125;"CULIi38"
4126;"CULEe112"
4127;"BLHar2253"
4128;"BodEngPoeta1"
4128;"BLAdd22283"
4129;"BodLauMis683"
4129;"BLHar2255"
4129;"BLLan699"
4129;"Leiden"
4130;"BodEngPoeta1"
4130;"BLAdd22283"
4130;"ArrBM184"
4131;"DULCosViii9"
4132;"BLEge2257"
4132;"Lincoln91"
4133;"HarEng1054"
4134;"TCD432"
4136;"BodBar24"
4136;"BodBar24"
4136;"BodBar24"
4136;"BLHar2247"
4137;"NLWPork10"
4138;"BLAdd16165"
4139;"CULDd1189"
4140;"BodRawC813"
4140;"BodRawC813"
4140;"BodRawD1062"
4140;"BodRawD1062"
4140;"BLAdd24663"
4140;"BLHar2382"
4140;"BLLan762"
4140;"BLLan762"
4140;"BLSl2578"
4140;"BLSl2578"
4140;"BLSl2578"
4140;"BLSl2578"
4140;"PROHenVIIISP1232"
4141;"CamTCC915"
4142;"BLAdd45896"
4143;"CULFf548"
4143;"BLHar5396"
4143;"HarEng530"
4144;"Lincoln91"
4145;"TCD432"
4146;"DULCosViii9"
4147;"BodEngPoete1"
4148;"CULFf238"
4148;"CULFf548"
4148;"Chetham8009"
4150;"BLAdd18752"
4151;"CULLl510"
4151;"CamMagPep2553"
4151;"CamMagPep2553"
4153;"CamGon513"
4154;"BodLauMis77"
4155;"BodEngPoeta1"
4156;"OxfMagd213"
4157;"CamStJohn37"
4158;"BLAru327"
4159;"HarEng766"
4160;"HarEng766"
4161;"CULLl510"
4161;"CamMagPep2553"
4161;"Banna"
4161;"Banna"
4162;"BodRawD913"
4163;"BLHar682"
4164;"CULLl510"
4164;"CamMagPep2553"
4164;"CamMagPep2553"
4164;"Banna"
4165;"BLSl2457"
4166;"CamTCC599"
4167;"CULKk424"
4168;"BodAsh59"
4168;"BodDig88"
4168;"CULFf16"
4168;"CamTCC599"
4168;"BLHar2251"
4168;"TokyoTak61"
4169;"BodAsh59"
4169;"BodLauMis683"
4169;"BodRawC86"
4169;"CULHh412"
4169;"CamJes56"
4169;"CamTCC599"
4169;"BLAdd34360"
4169;"BLHar2251"
4169;"BLHar2255"
4169;"TokyoTak61"
4170;"BLHar7578"
4171;"BodAsh1477"
4171;"BodAsh1397"
4171;"CULDd1044"
4171;"CamMagPep1661"
4171;"CamTCC905"
4171;"CamTCC921"
4171;"CamTCC1117"
4171;"BLAdd17866"
4171;"BLAdd60577"
4171;"BLSl140"
4171;"BLSl147"
4171;"BLSl1571"
4171;"BLSl2457"
4171;"Lincoln91"
4171;"Uppington"
4171;"YorkMinXVIE32"
4171;"PierpontB21"
4171;"HunHU1051"
4171;"StockhX90"
4172;"CamGon221"
4173;"CULGg26"
4174;"CULGg26"
4175;"CULHh412"
4176;"CamMag19"
4177;"TCD69"
4178;"Bod779"
4178;"BodAsh43"
4178;"BodAsh43"
4178;"BodLauMis622"
4178;"CamMagPep2344"
4178;"BLEge1993"
4179;"CamMagPep2553"
4179;"Banna"
4180;"BLLan762"
4181;"CULHh411"
4182;"Banna"
4183;"Chetham8009"
4184;"CamTCC1184"
4185;"BLHar4196"
4186;"CULAdd7350"
4187;"BLAdd5665"
4188;"CULAdd2764"
4189;"BLHar4196"
4190;"BLCottTibEVII"
4190;"BLHar4196"
4191;"BLSl1212"
4192;"HunRB60363"
4193;"HunHM744"
4194;"CamCCC405"
4195;"BLAdd10304"
4196;"CamTCC605"
4196;"BLEge1993"
4197;"CamTCC323"
4198;"CamTCC323"
4198;"BLEge613"
4198;"BodRawC510"
4199;"BLHar7322"
4200;"CamMagPep2498"
4201;"BLHar682"
4202;"BLHar2253"
4203;"CULGg26"
4204;"BodDou1"
4204;"Thompson"
4205;"BLAru327"
4206;"CULGg26"
4207;"CULGg26"
4208;"BLSl1584"
4209;"CULGg26"
4210;"BodAsh759"
4210;"BodAsh1394XIiii"
4210;"BodAsh1416"
4210;"BodAsh1418"
4210;"BodAsh1441"
4210;"BodAsh1442"
4210;"BodAsh1478"
4210;"BodAsh1480"
4210;"BodAsh1486"
4210;"BodAsh1486"
4210;"BodAsh1490"
4210;"BodAshRol40"
4210;"BodAshRol52"
4210;"BodeMus63"
4210;"BodRawD1046"
4210;"OxfCCC226"
4210;"CULDd445"
4210;"CamTCC916"
4210;"CamTCC916"
4210;"CamTCC1120"
4210;"CamFitz276"
4210;"BLAdd32621"
4210;"BLHar2407"
4210;"BLSl1098"
4210;"BLSl3747"
4210;"Wellcome519"
4210;"EDCPRS"
4210;"BosHistSoc"
4210;"YaleBeiMel41"
4210;"PUL93"
4210;"HunHM30313"
4211;"Lam84"
4212;"PROC473711"
4213;"CULFf548"
4214;"CULGg26"
4215;"BodDou1"
4215;"Thompson"
4216;"BodDou1"
4216;"Thompson"
4217;"NYPL120"
4218;"NLS18721"
4219;"Bod779"
4220;"CamMagPep2498"
4221;"CamMagPep2498"
4222;"NYPL120"
4223;"NYPL120"
4224;"CamMagPep2498"
4225;"CamTCC599"
4226;"BodArcSelB11"
4226;"BodAsh35"
4226;"Bod693"
4226;"Bod902"
4226;"BodLauMis609"
4226;"OxfCCC67"
4226;"OxfNew326"
4226;"OxfMagd213"
4226;"OxfChrCh148"
4226;"CULDd819"
4226;"CULMm221"
4226;"CamPem307"
4226;"CamStCat7"
4226;"CamStJohn34"
4226;"BLAdd22139"
4226;"BLEge913"
4226;"BLEge1991"
4226;"BLHar3490"
4226;"BLRoy18Cxxii"
4226;"BLSto950"
4226;"GULHun7"
4226;"CollArmsAr45"
4226;"SocAnt134"
4226;"Chetham6696"
4226;"Chicago335"
4226;"Plimpton265"
4226;"PierpontM125"
4226;"PierpontM126"
4226;"PierpontM690"
4226;"PhilRos108329"
4226;"PULGar136"
4226;"EscorGII19"
4227;"Bod294"
4227;"CamSidney63"
4227;"CamTCC581"
4227;"BLAdd12043"
4227;"NottsULMiLm8"
4227;"YaleBeiOsfa1"
4227;"PULTayM5"
4227;"HunEL26A17"
4227;"TokyoTak98"
4228;"BodFair3"
4228;"BodHat51"
4228;"OxfMagd213"
4228;"OxfNew266"
4228;"OxfWad13"
4228;"BLHar3869"
4228;"BLHar7184"
4228;"BodLye31"
4228;"Bodmer178"
4228;"FolgerSM1"
4229;"BodRawD82"
4229;"OxfTri29"
4229;"OxfBal354"
4229;"CULEe215"
4229;"CULFf16"
4229;"TCCFragment"
4229;"BLHar7333"
4229;"ShrewsSConf"
4229;"TokyoTak32"
4229;"LonUnivColl"
4230;"BLCottCleoBII"
4232;"BLAdd34193"
4234;"NYPL120"
4235;"CamTCC1230"
4236;"BodAsh759"
4236;"BodAsh1441"
4236;"BodAsh1450"
4236;"BodAsh1487"
4236;"BodAsh1492"
4236;"CamTCC1119"
4236;"CamTCC925"
4236;"BLSl1092"
4236;"BLSl1098"
4236;"BLSl1842"
4236;"BLSl2170"
4236;"BLSl3580B"
4236;"BLSl3667"
4236;"BLSl3747"
4236;"YaleBeiOsfa16"
4236;"PhilUPSmith4"
4236;"CopenRoy3500"
4237;"NYPL120"
4238;"BodLatTheD1"
4239;"OxfJesus39"
4240;"BLAdd34360"
4240;"BLHar2251"
4240;"BLLan762"
4241;"StPauls9Dxix"
4242;"BodHat56"
4243;"BodFair24"
4244;"BodDou52"
4244;"BodRawC641"
4244;"RylandsLat394"
4245;"BLAdd15233"
4246;"BLHar682"
4247;"BodAsh42"
4247;"CULDd11"
4247;"CULGg531"
4247;"HunHM129"
4248;"Bod779"
4248;"BodRawPoe34"
4248;"CULAdd4122"
4248;"CamTCC323"
4248;"Blackburn"
4249;"BodAsh61"
4249;"YaleBei365"
4250;"BLSl1825"
4251;"CULEe437"
4252;"BLEge3307"
4253;"BLSl2593"
4254;"BodAsh189"
4254;"BLAdd60577"
4255;"BodDou302"
4256;"OxfBal354"
4257;"Bod779"
4258;"Lam223"
4259;"BLSl56"
4260;"BodDouAdd137"
4261;"OxfBal354"
4262;"BodLatMisC66"
4263;"BLAdd14997"
4263;"BLAdd60577"
4264;"OxfMert248"
4265;"CULDd11"
4265;"BLCottVesAIII"
4266;"CULAdd4407c"
4267;"Asloan"
4268;"CamTCC1421"
4268;"BLHar712"
4268;"EDU186"
4268;"ColumbaHse"
4269;"OxfAllS39"
4269;"CULGg11"
4269;"BLCottJulAV"
4269;"BLHar114"
4269;"BLRoy20Axi"
4269;"InnerTem5117"
4269;"BNfr12154"
4270;"OxfJesus29"
4270;"CamTCC323"
4270;"BLCottCalAIX"
4270;"BLRoy2Fviii"
4271;"CamTCC600"
4271;"BLHar2251"
4271;"BLHar2255"
4271;"BLAdd29729"
4271;"BLAdd34360"
4271;"BLAdd34360"
4273;"NLS18721"
4274;"BodAsh52"
4274;"BodAshRol40"
4274;"CamFitz276"
4274;"EDCPRS"
4274;"YaleBeiMel41"
4274;"PUL93"
4274;"HunHM30313"
4274;"YaleBeiOsfa16"
4275;"CamMag13"
4276;"NLS18721"
4277;"GraysInn12"
4278;"CULEe112"
4279;"CULEe112"
4280;"BLAdd25184"
4280;"BLHar741"
4281;"BodDou52"
4281;"RylandsLat394"
4282;"BLAru220"
4283;"OxfLinLat129"
4284;"BLRoy8Fvii"
4285;"BodRawA362"
4285;"BLAdd36791"
4286;"CamEmm27"
4287;"BLHar7322"
4288;"PierpontAcc698"
4289;"BLHar2202"
4290;"CamMagPep2553"
4290;"BLCottNeroDXI"
4291;"BodDou98"
4291;"BodRawB471"
4291;"OxfMert321"
4291;"CULEe11"
4291;"CULHh311"
4291;"CamTCC1438"
4291;"BLAdd6159"
4291;"NLWPen22"
4291;"CantRegJ"
4291;"CantRegP"
4291;"GuildhallHorn"
4291;"BNfr7011"
4291;"AclandHood"
4291;"Alnwick468"
4292;"CULKk424"
4293;"CULIi38"
4294;"BLHar682"
4295;"BLRoy7Eiv"
4296;"NLS1922"
4298;"BodRawB408"
4299;"CamEmm27"
4299;"Pavia"
4300;"CULGg432"
4300;"BLHar3724"
4301;"CULHh611"
4302;"BLCottCleoBVI"
4303;"NLS18721"
4304;"TCD211"
4305;"Lam487"
4306;"Salisb82"
4307;"Bod649"
4307;"WorcF126"
4308;"CamTCC601"
4308;"Longleat30"
4308;"HunHM142"
4309;"BodEngPoeta1"
4310;"BodAsh759"
4311;"BLCottTibEVII"
4312;"OxfCCC237"
4312;"CULFf238"
4312;"CamGon174"
4312;"CamMagPep1584"
4312;"CamTCC601"
4312;"BLHar2339"
4312;"BLAdd36983"
4312;"NLS1931"
4312;"Lam306"
4312;"Lam853"
4312;"HarEng530"
4312;"HunHM144"
4313;"BLHar4196"
4314;"BodArcSelB14"
4314;"BodBar20"
4314;"Bod414"
4314;"Bod686"
4314;"BodHatDon1"
4314;"BodLauMis739"
4314;"BodRawPoe149"
4314;"OxfChrCh152"
4314;"OxfCCC198"
4314;"OxfNew314"
4314;"OxfTri49"
4314;"CULDd424"
4314;"CULIi326"
4314;"CULMm25"
4314;"CamFitzMc181"
4314;"CamTCC582"
4314;"BLAdd5140"
4314;"BLAdd25718"
4314;"BLAdd35286"
4314;"BLEge2726"
4314;"BLEge2864"
4314;"BLHar1758"
4314;"BLHar7333"
4314;"BLHar7334"
4314;"BLHar7335"
4314;"BLLan851"
4314;"BLRoy17Dxv"
4314;"BLRoy18Cii"
4314;"BLSl1685"
4314;"BLSl1686"
4314;"NLWPen392"
4314;"Lichfield29"
4314;"Lincoln110"
4314;"LonPhys388"
4314;"RylandsEng113"
4314;"Petworth7"
4314;"Austin143"
4314;"PierpontM249"
4314;"PhilRos10841"
4314;"PUL100"
4314;"HunEL26C9"
4314;"BNangl39"
4314;"TokyoTak24"
4314;"TokyoTak32"
4314;"Bodmer48"
4315;"BodArcSelB14"
4315;"BodBar20"
4315;"Bod414"
4315;"Bod686"
4315;"BodHatDon1"
4315;"BodLauMis600"
4315;"BodLauMis739"
4315;"BodRawPoe141"
4315;"BodRawPoe149"
4315;"BodRawPoe223"
4315;"OxfChrCh152"
4315;"OxfCCC198"
4315;"OxfNew314"
4315;"OxfTri49"
4315;"CULDd424"
4315;"CULGg427"
4315;"CULIi326"
4315;"CULMm25"
4315;"CamFitzMc181"
4315;"CamTCC582"
4315;"CamTCC595"
4315;"BLAdd5140"
4315;"BLAdd25718"
4315;"BLAdd35286"
4315;"BLEge2726"
4315;"BLEge2863"
4315;"BLEge2864"
4315;"BLHar1758"
4315;"BLHar7333"
4315;"BLHar7334"
4315;"BLHar7335"
4315;"BLLan851"
4315;"BLRoy17Dxv"
4315;"BLRoy18Cii"
4315;"BLSl1685"
4315;"BLSl1686"
4315;"NLWPen392"
4315;"GULHun197"
4315;"Lichfield29"
4315;"Lincoln110"
4315;"LonPhys388"
4315;"RylandsEng113"
4315;"Petworth7"
4315;"Austin143"
4315;"ChicagoUL564"
4315;"PierpontM249"
4315;"PhilRos10841"
4315;"PhilRos10842"
4315;"PUL100"
4315;"HunEL26C9"
4315;"BNangl39"
4315;"TokyoTak24"
4315;"TokyoTak32"
4316;"BodArcSelB14"
4316;"BodBar20"
4316;"BodHatDon1"
4316;"BodLauMis739"
4316;"BodRawPoe141"
4316;"BodRawPoe149"
4316;"BodRawPoe223"
4316;"OxfCCC198"
4316;"OxfNew314"
4316;"CULIi326"
4316;"CULMm25"
4316;"CamFitzMc181"
4316;"CamTCC582"
4316;"CamTCC595"
4316;"BLEge2863"
4316;"BLHar1758"
4316;"BLHar7333"
4316;"BLHar7334"
4316;"BLLan851"
4316;"BLRoy17Dxv"
4316;"BLRoy18Cii"
4316;"BLSl1685"
4316;"BLSl1686"
4316;"GULHun197"
4316;"Lichfield29"
4316;"Lincoln110"
4316;"LonPhys388"
4316;"Petworth7"
4316;"ChicagoUL564"
4316;"PhilRos10841"
4316;"PUL100"
4316;"TokyoTak32"
4317;"BodArcSelB26"
4317;"CamTCC1230"
4318;"CULKk424"
4319;"BodEngPoeta1"
4319;"BLAdd22283"
4320;"BodEngPoeta1"
4320;"BLAdd22283"
4321;"BLAdd37049"
4322;"HunHM64"
4323;"BLCottTibEVII"
4323;"BLHar4196"
4324;"BLCottTibEVII"
4324;"BLHar4196"
4325;"CULAdd2585b"
4326;"CamMagPep2125"
4326;"LeedsBro501"
4327;"CamTCC1117"
4328;"NLS18721"
4329;"TCD516"
4330;"BLAdd34193"
4331;"Bod187"
4331;"Bod410"
4331;"BodLauMis213"
4331;"BodRawC670"
4331;"CamGon71"
4331;"EDU82"
4331;"Lincoln44"
4331;"Spalding"
4331;"WorcF19"
4331;"VaticanOtto"
4332;"PhilUPSmith4"
4333;"BLSl2593"
4334;"BLAdd5665"
4335;"OxfBal354"
4337;"BodArcSelB26"
4337;"CULLl111"
4337;"CULLl111"
4338;"CULEe112"
4339;"CamStJohn259"
4340;"BodAsh1280"
4341;"BodDou302"
4342;"CamStJohn204"
4342;"BLAdd24194"
4342;"BLCottTibDVII"
4342;"BLHar1900"
4342;"BLSto65"
4342;"GULHun83"
4342;"Schoyen194"
4342;"HunHM28561"
4344;"BLAdd18752"
4345;"BLAdd18752"
4346;"BodAsh59"
4346;"BodRawC86"
4346;"BLAdd29729"
4347;"BLAdd5665"
4347;"BLAdd5665"
4347;"BLAdd31922"
4348;"CULAdd5943"
4349;"BLCottNeroAX"
4350;"BodLatTheD1"
4351;"DublinChrCh"
4352;"NLS18721"
4353;"BLAdd37049"
4353;"DurArchDun60"
4354;"BodDig230"
4354;"BodDou15"
4354;"BodRawPoe140"
4354;"OxfStJohn6"
4354;"CULFf16"
4354;"CamTCC602"
4354;"BLHar629"
4354;"SocAnt134"
4354;"RylandsEng1"
4354;"RylandsLat201"
4354;"Yates"
4354;"ChicagoUL566"
4354;"PULTayM5"
4354;"TCD432"
4354;"Mostyn85"
4355;"OxfLinLat130"
4356;"BLCottNeroAX"
4357;"NLS18721"
4358;"CULEe112"
4359;"CamTCC323"
4360;"BodLatTheD1"
4361;"BLSl2593"
4361;"OxfBal8"
4362;"HarEng766"
4363;"CULGg26"
4364;"BLHar7333"
4365;"BodArchGg39"
4366;"CULEe112"
4367;"HunHU1051"
4369;"BodAuctF516"
4370;"TCD319"
4371;"CamTCC1144"
4372;"BodFair24"
4372;"OxfAllS39"
4372;"CULGg11"
4372;"BLCottJulAV"
4372;"BLHar114"
4372;"BLRoy20Aii"
4372;"BLRoy20Axi"
4372;"CollArmsAr14"
4372;"CollArmsAr61"
4372;"InnerTem5117"
4372;"BNfr12154"
4373;"BodLauMis463"
4373;"BodTan17"
4373;"BodEngPoeta1"
4373;"BodAddC220"
4373;"OxfTri57"
4373;"CamCCC145"
4373;"CamKC13"
4373;"CamMagPep2344"
4373;"CamStJohn28"
4373;"CamTCC605"
4373;"BLEge2891"
4373;"BLHar2277"
4373;"Winches33"
4374;"BLRoyApp58"
4374;"NLS6128"
4374;"PULTayB741"
4375;"Bod638"
4375;"BodFair16"
4375;"BodTan346"
4375;"CULFf16"
4375;"CamTCC599"
4375;"BLHar78"
4375;"BLAdd34360"
4375;"BLHar7578"
4375;"Longleat258"
4377;"BLHar665"
4378;"BodLatTheD1"
4379;"BLHar682"
4380;"BodRawC813"
4382;"NYPL120"
4384;"BodLatMisC66"
4385;"Bod779"
4386;"NLS18721"
4387;"BodDig102"
4388;"BodDou302"
4389;"StPauls9Dxix"
4390;"CamStJohn208"
4390;"Longleat253"
4390;"PierpontM775"
4391;"CamTCC913"
4392;"HunHM129"
4393;"OxfBal329"
4396;"BLAdd31922"
4398;"CamTCC599"
4399;"BLHar682"
4401;"Lichfield50"
4401;"BodEngPoeta1"
4401;"BLAdd22283"
4402;"CamEmm27"
4402;"CamEmm27"
4403;"CULFf238"
4403;"CamMagPep1584"
4403;"BLHar1706"
4403;"BLHar2339"
4403;"Ushaw28"
4404;"OxfBal354"
4404;"BLSl2593"
4404;"BodRawPoe138"
4405;"BLHar957"
4406;"NLS18721"
4407;"Lam180"
4408;"DublinNatLib1435"
4408;"PROC4734112"
4409;"Bod410"
4409;"BodLauMis213"
4409;"BodRawC670"
4409;"OxfLinLat52"
4409;"CamGon71"
4409;"CamGon364"
4409;"DULCosViv2"
4409;"EDU82"
4409;"Lincoln44"
4409;"WorcF19"
4409;"VaticanOtto"
4410;"CamEmm246"
4410;"Salisb126"
4411;"BLCottCleoBII"
4412;"BLHar7256"
4413;"Bod263"
4414;"CULEe112"
4415;"BodEngPoeta1"
4415;"OxfTri57"
4415;"CULFf238"
4415;"CULIi49"
4415;"CamGon174"
4415;"BLAdd22283"
4415;"BLAdd34801"
4415;"BLHar525"
4415;"BLHar1701"
4416;"CovLeet"
4417;"EscorIVa24"
4418;"SPR1469"
4419;"HunHM501"
4420;"OxfBal354"
4420;"OxfChrCh152"
4420;"CULHh412"
4420;"CULKk16"
4420;"CamTCC599"
4420;"BlCottCalAII"
4420;"BLHar116"
4420;"BLHar2407"
4420;"BLLan699"
4420;"Lincoln129"
4420;"Longleat258"
4420;"Austin143"
4420;"BosPLMed92"
4420;"HunHM144"
4420;"Leiden"
4422;"CamStJohn259"
4423;"BLRoy18Dii"
4424;"CULIi611"
4425;"BLHar2321"
4426;"BLHar2255"
4427;"BodRawA273"
4427;"OxfMert248"
4427;"OxfTri7"
4427;"BLRoy2Cxii"
4427;"BLRoy17Bxvii"
4427;"TCD517"
4428;"Ghent317"
4429;"BodLauMis213"
4429;"BLHar665"
4429;"Lam306"
4430;"BodEngPoeta1"
4430;"BLAdd22283"
4431;"BodHat73"
4431;"BodLauMis683"
4431;"BodRawC48"
4431;"BodTan110"
4431;"BodTan110"
4431;"CULKk16"
4431;"CamJes56"
4431;"CamTCC601"
4431;"BLHar2255"
4431;"Lam344"
4432;"BLHar1022"
4433;"CULIi38"
4434;"BLSl1210"
4435;"HunEL34B7"
4436;"NottsULMeLm1"
4437;"BLLan762"
4437;"BLLan762"
4438;"BodRawD939"
4438;"CULEe115"
4439;"OxfLinLat141"
4440;"BodAsh176"
4440;"BLCottTitDXI"
4441;"BLAdd60577"
4442;"BLRoyApp58"
4443;"BerlinTheol"
4444;"BLHar2252"
4444;"UnivLon278"
4445;"BodDou302"
4446;"NLS18721"
4447;"OxfMagd93"
4449;"NYPLDrexFr4180"
4450;"BLHar682"
4451;"BodAsh189"
4452;"CamMagPep1236"
4453;"CULEe112"
4454;"CULKk16"
4455;"BLHar2251"
4457;"CovArc112"
4458;"BLHar7333"
4459;"BodEngPoetb4"
4461;"BLHar4826"
4462;"BLAdd60577"
4463;"CULEe112"
4464;"BLRoy17Dxv"
4465;"BLHar2251"
4466;"BodRawC48"
4467;"BLRoy18Dii"
4469;"CULIi38"
4470;"BodLauMis683"
4470;"CamJes56"
4470;"CamSidney37"
4470;"BLHar2255"
4470;"Longleat256"
4471;"BLHar682"
4472;"BodDig133"
4473;"OxfCCC59"
4474;"BodAsh59"
4474;"BLHar2251"
4475;"BLRoy8Exvii"
4475;"BLHar3823"
4475;"NLS18721"
4475;"DurCathBI18"
4476;"BLHar2316"
4479;"PhilUPEng1"
4481;"BLHar2321"
4483;"BodFair8"
4483;"BodJones8"
4483;"CamMagPep2553"
4483;"Marchmont"
4483;"Banna"
4484;"BLHar682"
4490;"BodArcSelB24"
4490;"BLAdd29729"
4490;"BLHar2251"
4490;"BLRoy20Bxv"
4490;"Banna"
4490;"YaleBei163"
4490;"RylandsLat201"
4490;"HunEL26A13"
4490;"PULTayM5"
4491;"CULKk424"
4492;"PROSC122128"
4493;"CamMagPep2553"
4493;"Banna"
4494;"BodRawC813"
4495;"CULLl510"
4495;"CamMagPep2553"
4495;"AbeSeis2"
4495;"Banna"
4496;"CULLl510"
4496;"CamMagPep2553"
4496;"Banna"
4497;"BodRawC813"
4498;"BodFair16"
4499;"BLRoy6Bix"
4500;"CamMagPep2011"
4500;"BLAdd34360"
4500;"BLHar2251"
4500;"BLHar2255"
4500;"BLLan699"
4500;"PierpontM4"
4500;"Leiden"
4501;"BLHar682"
4502;"BLAdd60577"
4503;"BodAsh1479"
4503;"BodRawB306"
4503;"CamTCC1137"
4503;"BLSl1787"
4503;"BLSl3667"
4504;"BodRawC813"
4505;"BLHar682"
4506;"OxfMert248"
4507;"BLRoy14Cvii"
4508;"TokyoTak51"
4509;"Lincoln132"
4510;"Banna"
4511;"PULTayM5"
4512;"CULLl510"
4512;"CamMagPep2553"
4512;"Banna"
4513;"CamStJohn204"
4513;"BLAdd24194"
4513;"BLCottTibDVII"
4513;"BLHar1900"
4513;"BLSto65"
4513;"AbeUL21"
4513;"GULHun83"
4513;"Schoyen194"
4513;"HunHM28561"
4514;"Banna"
4515;"BLHar1703"
4515;"NLS18514"
4515;"Asloan"
4515;"EDU205"
4516;"BodLauMis213"
4516;"Bod187"
4516;"Bod410"
4516;"BodRawC670"
4516;"CamGon71"
4516;"EDU82"
4516;"Lincoln44"
4516;"Spalding"
4516;"WorcF19"
4518;"CULKk16"
4519;"CovLeet"
4520;"BLAdd5465"
4521;"Bod480"
4522;"BLCottRollsII23"
4522;"BLAdd24663"
4522;"SocAnt101"
4522;"NLWPen26"
4522;"NLWPen94"
4522;"NLWAd.441C"
4523;"CamMagPep2553"
4524;"NYPL120"
4525;"CamCCC392"
4526;"Bod779"
4527;"BodEngPoeta1"
